id,age,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,default_payment_next_month,education,limit_bal,marriage,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,sex
23535,40,1521,-5,-5,-5,-5,1028,0,2,200000,1,-2,-2,-2,-2,-2,-2,0,0,0,0,1033,12857,2
17188,29,40048,40783,44205,44784,43763,46646,0,1,70000,2,0,0,0,2,2,2,1700,4100,1600,0,3600,2000,2
24189,27,113556,114844,117777,119086,70013,102991,1,2,120000,2,0,0,0,0,0,0,4200,4773,3776,3200,1882,4000,1
17627,29,86584,88345,94597,92077,93272,96298,0,2,130000,2,0,0,0,2,0,0,4100,8600,0,3500,7100,3600,2
6675,34,21027,27568,9166,6855,8089,9052,0,1,240000,2,-1,-1,-1,-1,-1,-1,27994,9212,6949,8134,10043,28012,1
28139,45,33369,34509,35406,34770,35468,36211,0,3,330000,1,0,0,0,0,0,0,2000,1470,1374,1072,1113,2000,2
17876,30,2020,28057,6085,90872,81622,11576,0,1,360000,2,-1,-1,-1,-1,0,-1,28057,6179,90872,0,11576,8718,1
10830,27,220588,218136,177720,131874,118918,110338,0,2,220000,2,0,0,0,0,0,0,9000,7500,4500,5000,5000,3000,2
28133,38,736,736,736,736,0,-736,0,3,540000,2,1,-2,-2,-2,-2,-2,736,736,736,0,0,2965,2
10754,31,42781,42774,41817,749,5572,10573,1,2,160000,1,0,0,0,-1,-1,0,2300,2300,749,5572,5573,13793,2
3976,48,74864,36317,34491,29657,9134,2383,0,1,290000,2,0,0,0,0,0,-1,1411,1200,593,200,5637,0,2
12035,24,18186,19086,19618,0,0,0,0,2,20000,2,0,0,0,0,-2,-2,1500,1000,0,0,0,0,1
17814,24,49989,48512,43701,40429,9727,9606,0,2,50000,2,0,0,0,0,0,0,1800,2000,1118,1000,500,1000,1
12551,53,1309,0,4582,0,0,2191,1,1,160000,2,2,2,-1,-1,-2,-1,0,4582,0,0,2191,4825,1
1610,43,80527,82332,84043,88508,85802,85280,0,2,210000,1,0,0,0,0,2,0,4000,4000,7000,0,3500,7000,2
12484,28,2386,3166,2776,2386,3166,2983,0,1,360000,2,0,-1,-1,-1,-1,-1,3166,2776,7158,3166,2983,2386,2
1399,51,14815,15837,16852,17188,17546,17895,0,3,20000,1,2,0,0,0,0,0,1264,1279,615,635,639,664,1
21765,24,64232,67516,70774,70089,71994,57805,0,1,320000,2,0,0,0,0,0,0,4000,4002,3000,15000,5000,5000,2
2450,57,0,0,0,0,0,0,1,1,290000,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
5681,36,126695,106534,109884,106114,108202,110938,0,2,220000,2,0,0,0,0,0,0,4000,5500,3775,4100,5000,4500,2
17309,41,7939,6610,6994,8102,25715,11350,0,1,150000,1,-1,-1,-1,-1,-1,-1,6629,7034,8112,25715,11350,12595,2
24058,23,30830,0,0,0,0,0,0,5,30000,2,0,0,-2,-2,-2,-2,0,0,0,0,0,0,1
5567,36,48120,44723,37745,34519,29541,42400,0,2,110000,2,0,0,0,0,0,0,5000,2000,2000,2000,16468,3000,2
3291,24,2346,0,0,0,0,0,1,2,80000,2,-1,-1,-2,-2,-2,-2,0,0,0,0,0,0,2
9590,30,0,0,550,0,0,0,1,1,170000,2,1,-2,-1,-1,-2,-2,0,550,0,0,0,0,2
10087,28,99215,96776,98949,100673,106935,104427,1,1,140000,2,1,2,0,0,0,2,0,3932,3717,8000,0,4000,2
1628,47,44624,45128,3837,3913,4146,4225,1,2,50000,1,0,0,0,0,0,0,2355,1064,140,296,296,301,2
28324,29,113331,113436,109439,111108,108476,104655,1,2,180000,1,2,2,2,2,2,2,5500,1308,7623,3900,11,7700,2
27520,52,177520,174746,168279,171579,163450,160547,0,2,460000,1,0,0,0,0,0,0,8000,9000,8154,6000,6000,6000,1
8849,38,157174,139101,192575,157028,135838,125483,0,2,170000,1,0,0,0,0,0,-1,9900,83200,0,3006,132854,5003,1
24008,27,34592,23689,27652,8430,9811,9865,0,2,230000,2,0,0,0,0,0,0,1816,5105,1293,2000,528,3000,1
15056,39,132589,135286,139725,142605,149894,153054,1,1,200000,1,0,0,0,0,0,2,4900,6600,6700,11200,5700,5900,1
23303,42,281000,291482,297425,296884,241037,247383,0,2,300000,1,0,0,0,0,0,0,15000,12039,13000,9000,10059,10000,2
27555,55,-150,-540,-930,-1320,-1710,-2100,1,2,40000,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
17060,23,58900,60020,60195,60864,40512,39523,1,2,60000,2,2,0,0,0,0,0,2717,2929,2429,1551,1567,1456,2
2527,33,1569,1379,1800,0,0,4012,0,1,500000,1,2,2,-1,-1,-2,-1,0,1800,0,0,4012,0,2
7267,42,0,0,0,0,0,0,0,2,360000,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
5515,40,68616,6691,10961,8722,4776,2812,0,1,340000,2,0,-1,0,-1,-1,2,7355,10012,8740,4776,0,6000,2
6735,31,2181,5625,60201,45299,40940,16923,0,2,500000,1,-1,-1,-1,0,0,0,5700,60207,1000,838,4476,24236,2
17775,54,95090,94938,91453,92097,96509,93773,1,2,110000,1,2,2,2,0,0,2,3400,0,3290,7000,0,3500,2
13579,51,0,-416,-1248,832,416,1398,1,1,120000,1,1,-2,-2,-1,0,-1,0,0,2080,0,1398,0,1
21510,23,40439,37936,36489,33971,31632,28677,1,2,30000,1,6,5,4,4,3,2,0,1011,0,0,0,2405,2
15263,29,238225,243044,239228,243318,195320,196664,0,2,240000,2,0,0,0,0,0,0,9000,10500,10000,7000,7300,7439,2
16693,35,13059,11526,18301,15858,2744,2144,0,2,150000,2,-1,-1,-1,-1,-1,0,11526,18305,15861,2744,0,19682,1
26406,43,0,2112,723,150,150,2478,0,1,200000,2,1,-1,-1,-1,2,-1,2112,981,150,0,2478,5377,2
27473,50,7888,13989,9588,18041,14458,12710,0,2,60000,1,-1,-1,-1,-1,0,0,14026,9700,18064,4016,5029,2828,1
19816,40,33907,35038,36574,36985,37701,30735,0,2,230000,1,0,0,0,0,0,0,2000,2100,1500,1000,1000,1000,2
25477,24,47663,47470,0,0,0,0,0,4,70000,1,0,0,0,-2,-2,-2,1000,0,0,0,0,0,2
256,25,27699,28513,29341,29928,29533,28538,0,2,50000,1,0,0,0,0,0,0,1565,1393,980,994,1024,886,1
7471,28,169531,174799,179868,177952,176160,175304,0,2,170000,2,0,0,0,0,0,0,8000,8000,7000,7000,8000,9000,2
20214,51,15126,13327,13829,10898,9217,9048,0,3,30000,1,0,0,0,0,0,0,1236,1518,1074,500,300,1000,2
7882,42,0,1290,0,0,1200,0,0,1,180000,1,1,-1,-1,-2,-2,-2,1290,0,0,1200,0,0,2
7336,31,2507,2174,6527,1818,2227,2666,0,1,580000,2,-1,-1,-1,-1,-1,-1,2190,6558,1825,2236,2678,1707,1
26512,55,1520,1349,959,1623,1470,930,0,3,100000,1,2,3,2,-1,3,2,0,0,1623,0,0,780,2
13095,55,19420,19810,20037,19640,15378,7284,0,3,20000,1,1,2,0,0,0,0,1000,1400,393,308,1000,0,1
17186,26,38920,28276,25171,26200,26567,26990,0,1,110000,2,0,0,0,0,0,0,1700,1800,1750,1100,1000,1000,2
24447,39,30956,30814,42791,31830,30693,596,0,1,360000,1,-1,-1,-1,-1,-1,0,30818,42887,31839,30693,3,30899,1
9231,25,0,0,0,0,0,0,0,2,50000,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
25000,37,31404,32302,27951,28475,29085,26810,1,2,30000,2,0,0,0,0,-1,0,1500,1476,1000,31000,1000,995,1
14296,25,550,1606,1422,2685,1395,2896,0,3,80000,1,-1,-1,2,-1,-1,-1,1606,4,2693,1395,2906,0,2
10733,32,169734,168207,155963,148701,141039,143838,1,5,260000,2,0,0,0,0,0,0,6568,6025,5703,5123,5148,5368,2
11984,31,104395,101736,106101,54707,54924,52141,0,1,100000,2,1,2,0,0,2,0,1867,1867,5026,2800,2800,2800,1
28188,34,326,983,1297,326,326,326,1,1,210000,1,-1,-1,-1,-1,-1,-1,983,1297,326,326,326,326,2
646,39,214450,147280,150000,0,-5000,0,0,3,150000,2,1,-1,-1,-2,-2,-2,5180,5000,0,0,5000,0,1
7447,40,88185,91748,94242,88828,97643,79371,0,3,120000,1,0,0,0,0,0,0,5000,4251,6000,10000,3019,13154,1
14397,40,33561,38901,38710,38022,20256,22743,0,2,420000,1,0,0,0,2,0,0,5900,900,101,3000,3000,5000,2
18730,29,52143,53182,54331,55827,57295,58571,0,2,210000,2,0,0,0,0,0,0,2500,2600,3000,3000,2200,2300,2
2076,27,980,980,376,0,2202,150,0,1,180000,2,-1,2,-1,-1,-1,2,0,376,0,2202,0,819,2
24256,30,70568,58294,59571,60793,62797,64298,1,2,140000,2,0,0,0,0,0,0,2100,2200,2200,3000,2500,2800,1
22421,23,8536,8617,7902,9166,8885,9185,0,2,10000,2,0,0,0,0,2,0,1117,1302,1566,0,429,182,2
14954,42,3607,4417,1058,2146,2534,2242,0,1,160000,1,-1,-1,-1,-1,-1,-1,4417,1058,2146,2534,2242,2254,2
12940,45,56965,2495,57899,30345,30244,25474,0,2,60000,1,0,-1,-1,0,0,0,3000,61000,3000,3000,3000,9000,2
11700,53,12278,13209,7215,1520,0,0,0,2,20000,1,0,0,0,0,0,-2,1500,1060,30,0,0,0,1
402,42,41322,29091,28097,28665,28768,29064,0,3,60000,3,0,0,0,0,0,0,1488,1394,962,1500,2541,2000,2
9660,29,144922,141289,137377,93261,95368,97063,0,1,140000,2,1,2,0,0,0,0,17,5547,3242,3512,3333,4383,2
29172,61,187070,181733,192903,181801,178179,223100,0,3,510000,1,0,0,0,2,0,0,8500,17000,0,6508,50000,7000,2
29466,31,31065,25918,20899,14966,5676,134038,0,1,420000,2,-1,0,0,0,-1,-1,2004,3000,1041,5676,135687,4192,1
19950,33,-189,-189,-189,-189,-189,-189,0,2,170000,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,2
17784,58,1443,1443,1443,1443,1443,1443,0,2,160000,1,-1,-1,-1,-1,-1,-1,1443,1443,1443,1443,1443,1443,2
8610,55,78314,81049,82810,83544,85692,87425,0,2,140000,1,0,0,0,0,0,0,4000,4000,3000,3500,3158,8000,1
10339,32,18726,18141,20838,20217,22896,22400,1,1,200000,2,1,2,2,2,2,2,0,3000,0,3000,0,3000,1
28376,37,81731,84383,87518,89360,90481,92858,0,2,130000,2,0,0,0,0,0,0,4000,4500,4190,3500,4000,4000,2
8563,32,4695,5719,6733,7616,7779,8646,1,2,10000,1,0,0,0,0,0,0,1103,1117,1000,286,1000,200,2
22597,40,81084,82838,84470,80923,82580,84330,0,3,330000,1,0,0,0,0,0,0,3100,3026,3000,3000,3078,3238,2
8898,24,19214,15703,9914,8200,11876,4792,0,1,20000,2,-1,2,0,0,0,2,0,1000,0,5000,5400,13324,2
21249,45,24591,16160,225,3550,3550,3550,0,3,120000,1,0,0,-1,-1,0,0,3000,225,3550,0,0,0,1
12065,47,4503,3350,-2209,-2209,-3607,1069,0,1,200000,1,1,2,2,-2,-2,-2,0,630,0,200,10000,2800,2
14603,23,47486,47963,33499,19227,19334,19735,0,3,50000,2,0,0,0,0,0,0,1703,1304,680,696,717,677,2
24049,27,6136,9258,3397,2435,1570,1467,0,2,130000,2,-1,-1,-1,-1,-1,-1,9272,3397,2435,1570,1467,550,1
23999,26,20564,20284,19394,39950,0,0,0,5,20000,2,0,0,0,0,0,-2,3055,1467,1096,1000,0,0,1
20045,35,19792,19995,20269,18268,19478,19885,0,3,20000,1,0,0,0,0,0,0,1339,1500,1290,1500,704,882,2
23133,35,30471,30578,29846,28631,27359,21750,0,2,30000,1,0,0,0,0,0,0,1472,2000,1064,1000,1223,0,2
6307,35,15798,16630,15687,38750,15802,15730,0,1,360000,2,-1,-1,-1,-1,-1,-1,16713,15766,38944,15881,15809,30594,1
4127,41,4420,16829,4745,2430,7792,33196,0,1,240000,1,-1,-1,-1,-1,-1,-1,16920,4774,2442,7829,33361,1076,2
2873,37,316,316,316,466,466,316,0,1,350000,2,-2,-2,-2,-2,-2,-2,316,316,466,466,316,316,1
16321,40,31297,30175,30140,29724,30316,29269,0,3,50000,1,0,0,0,0,0,0,1476,1517,1451,1043,1048,1429,2
4322,30,8432,9596,10637,11965,12178,13962,0,2,70000,1,0,0,0,0,0,0,1300,1200,1507,1000,2000,1000,2
1226,22,19624,16972,0,0,0,0,1,3,20000,2,0,0,0,-2,-2,-2,1000,0,0,0,0,0,1
26217,30,3043,4168,1420,0,49,49,1,2,140000,2,3,2,2,2,-1,-1,1423,2,0,49,0,0,2
4031,26,98542,82569,87486,84536,76008,69865,0,2,100000,2,0,0,0,0,0,0,3326,8003,2745,2689,2896,2731,2
28636,35,93983,97002,102698,97997,103384,97266,1,3,100000,1,2,2,2,2,2,2,5500,8200,0,8000,0,8600,2
15882,25,3624,4487,4545,6249,6249,6249,0,1,50000,2,0,0,0,0,0,0,1100,1600,2000,0,0,0,2
19033,34,26330,25608,28781,28000,29779,27343,0,2,30000,2,1,2,2,2,2,2,0,3600,0,2524,0,1139,2
12087,42,49887,49515,38680,29664,29057,29083,0,1,50000,1,0,0,0,0,0,0,1850,1507,1100,1200,1116,2900,1
1589,36,13500,6350,11670,1530,1232,201,0,2,450000,2,-1,-1,-1,-1,-1,-1,6364,11728,1532,1234,201,3,2
28016,29,4577,4356,6643,2831,1745,3212,1,2,150000,2,1,2,2,2,0,0,0,2400,0,1500,1500,1000,2
6891,31,48783,42692,34593,38808,40942,40854,0,1,80000,2,0,0,0,0,0,0,5000,3000,5000,5000,3000,2000,1
12330,36,2130,1940,7801,1308,3058,2190,1,1,60000,2,-1,2,-1,0,0,-1,0,7801,1158,1900,2190,2153,2
24120,28,9179,10977,14190,16328,17383,17194,0,1,360000,2,-1,-1,0,0,0,0,10977,8500,4000,1700,371,1150,1
20648,37,103715,104025,97749,99168,58256,59313,0,3,200000,2,0,0,0,0,0,0,3942,4949,4800,2256,2313,2194,1
8808,49,503,694,695,10639,13158,768,0,1,280000,1,-1,-1,-1,-1,0,-1,694,695,10639,3158,768,517,1
18797,29,2391,1550,802,302,604,604,0,2,320000,2,-2,-2,-2,-2,-2,-2,1561,906,302,604,302,825,2
21529,23,6584,7560,4470,1490,542,679,0,2,100000,1,0,0,0,0,0,0,2500,1193,1000,0,400,842,2
20980,41,0,0,0,0,0,0,1,2,120000,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
2049,28,398,954,0,170,170,0,0,1,120000,2,-2,-1,-1,-1,0,0,958,0,170,0,0,0,2
28524,38,132932,134384,131724,131767,133195,126064,0,1,160000,1,0,0,0,0,0,0,8005,15000,10000,7000,5000,8000,2
19452,27,0,0,0,0,0,1079,0,2,140000,2,-2,-2,-2,-2,-2,-2,0,0,0,0,1079,88654,2
24062,27,29344,33474,29029,26523,20554,19348,0,2,120000,2,0,0,0,0,0,0,5053,1789,2037,659,802,640,1
1363,37,244738,251351,244949,248273,119124,132619,1,2,260000,1,2,2,2,0,0,0,12000,0,11000,4321,20000,27,2
7448,31,71876,72382,72155,72543,73011,73484,1,2,240000,1,2,0,0,0,0,0,3100,2400,2367,2435,2500,3000,2
5727,37,26446,27719,27570,28318,29217,28598,1,2,120000,3,2,2,2,2,2,2,2000,600,1500,1500,0,1056,2
29445,29,390,390,390,780,0,599,1,1,100000,2,-2,-2,-2,-2,-2,-2,390,390,780,0,599,0,1
13900,48,58794,59987,33908,19513,17281,16802,0,2,60000,1,0,0,0,-1,0,0,7296,1903,19513,759,851,390,2
7828,25,30925,73143,73130,74898,76779,79594,0,2,120000,1,0,0,0,0,0,0,43272,3120,2888,3001,4500,2500,2
19221,47,25893,30628,29368,27769,25999,26924,1,2,30000,1,2,2,2,0,0,0,5501,22,2000,1000,2000,2039,2
18367,23,1207,0,174,1200,1434,0,0,1,20000,2,-1,-1,-1,-1,-1,-1,0,174,1200,1434,0,974,2
24180,30,9939,14212,44803,118712,34244,21269,0,1,360000,2,-1,-1,-1,-1,0,0,14226,46012,129567,685,425,4137,1
8214,58,85818,88988,50780,50929,48735,49746,0,2,90000,1,0,0,0,0,0,0,5100,2200,2200,1944,2200,2000,1
13256,29,161581,163500,166003,167287,165510,168507,0,2,170000,2,0,0,0,0,0,0,6000,8000,6300,6000,6500,6100,2
1576,25,95311,94489,93143,87654,90172,86850,0,2,230000,2,0,0,0,0,0,2,4500,4114,3500,4000,3000,3000,2
19386,29,20867,20168,14464,3455,0,0,0,2,180000,1,1,4,3,2,2,-2,0,0,0,0,0,0,2
4727,42,50806,48798,29003,28911,28601,29215,1,5,50000,2,0,0,0,0,0,0,1545,1454,1019,1039,1091,1015,2
14920,53,7639,5552,64535,40814,12590,9339,0,2,800000,1,-1,-1,-1,0,0,-1,11145,64657,131,247,9366,63482,1
28886,43,331,0,0,0,0,0,0,1,250000,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,2
2621,44,49006,49139,47608,3990,390,0,0,2,50000,2,0,0,0,0,-1,-1,2000,1000,3600,390,0,4870,2
23005,46,2656,1861,-30,3332,873,1110,0,1,450000,2,-2,-2,-2,-2,-2,-2,1861,0,3362,873,1110,4688,2
11312,38,8000,8000,8000,8000,24406,18043,0,2,260000,3,-1,-1,-1,-1,-1,0,8000,8000,8000,24406,2000,389,2
7021,51,55396,56493,55594,50417,45347,46247,0,3,170000,1,0,0,0,0,0,0,8000,6000,1709,1645,1653,1725,1
7093,41,32016,29052,23115,20354,7438,4887,1,2,220000,2,0,0,0,0,0,0,2004,2009,5004,1000,1000,3000,2
14865,39,0,0,0,0,0,0,1,1,180000,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,2
3116,46,7340,5980,4486,9790,4944,4696,0,2,200000,1,-1,2,-1,-1,2,-1,0,4486,10000,0,4696,4696,1
23641,39,307388,280090,249018,252496,253331,238051,0,2,380000,1,0,0,0,0,0,0,12936,9190,9000,8100,8100,8000,2
18063,31,15208,14667,21204,21363,20722,22384,1,3,50000,2,3,2,2,2,2,2,0,6828,800,0,2000,0,1
8606,34,203729,147289,63994,40501,11248,4189,0,1,500000,2,0,0,0,0,0,-1,10043,8078,10000,10000,4200,0,1
2246,32,396,712,712,712,1424,712,0,3,180000,1,-1,-1,-1,-1,-1,0,712,712,712,1424,0,5366,2
12329,57,354782,348786,349958,340602,303047,331606,0,1,490000,1,0,0,0,0,0,0,17035,20059,12943,15049,50017,20021,1
3299,26,8328,0,600,600,300,150,1,2,230000,2,-1,-1,-1,4,3,2,0,600,0,0,0,686,2
22858,31,245566,238208,226020,212422,201680,164989,0,2,490000,1,0,0,0,0,0,0,10095,9861,7055,6189,5046,5089,2
21163,35,16958,17028,15421,13895,11592,11433,0,3,20000,2,0,0,0,0,0,0,1699,1600,2000,1000,1500,1000,1
27670,24,26690,27954,27226,28427,28752,28447,0,2,30000,2,1,2,2,0,0,0,2000,0,2000,1000,1100,1500,2
4744,56,103497,105310,107013,106039,108188,109691,0,3,480000,1,0,0,0,0,0,0,5300,5300,4000,5000,4000,5200,1
24850,32,8242,32447,17314,8639,12862,4553,0,1,310000,2,-2,-2,-2,-2,-2,-2,32617,17417,8702,12926,4575,1990,1
20725,38,258442,263195,268769,263144,273783,239278,1,3,270000,2,2,2,2,2,2,2,10350,11000,0,16002,111,8100,1
13607,38,71586,59856,15379,2985,29351,29977,0,2,70000,2,0,0,0,-1,0,0,1308,15006,3000,29100,1100,1100,1
16032,32,17044,16478,19098,18397,18696,38282,0,2,20000,1,1,2,2,2,0,0,0,3200,0,700,700,500,2
6845,29,110488,107488,97021,86283,87345,81666,0,1,120000,2,0,0,0,0,0,0,4000,5000,3000,3300,3010,3000,2
24812,41,48619,48647,49859,50700,46174,47430,0,3,50000,2,0,0,0,0,0,0,2100,2300,2025,1800,2000,2100,1
4350,54,48580,47112,30246,26953,27249,27521,0,2,50000,1,2,2,0,0,0,0,0,1500,1000,986,986,996,1
22991,41,736,736,1156,316,316,316,0,2,170000,1,-2,-2,-2,-2,-2,-2,736,1156,316,316,316,316,2
24128,28,231357,233543,99033,237008,184695,185116,0,2,230000,1,0,0,0,-1,0,0,10000,7000,237008,6488,6605,6800,1
25172,22,8000,6881,8127,8763,8956,4224,0,1,50000,2,0,0,0,0,0,0,1118,1364,1000,193,89,54,2
26897,35,7536,8152,8779,9379,9565,9062,1,3,10000,1,0,0,0,0,0,0,1136,1153,1143,329,418,180,1
27973,28,1860,4464,29705,25854,510,1470,0,1,200000,2,-1,-1,-1,-1,-1,-1,4464,29705,25854,510,1470,5822,2
24034,26,91189,93383,96301,90858,92724,96030,0,1,100000,2,0,0,0,0,0,0,3500,4300,4400,4000,4700,5000,1
24240,30,13745,-4338,46881,47832,46783,47890,0,2,50000,2,1,1,-1,2,2,0,125,52000,2000,0,2000,3700,1
15262,38,1873,13532,5757,28974,8093,3250,0,1,360000,1,-1,-1,-1,-1,-1,0,13537,5762,29000,8093,1500,3513,2
26186,32,4640,17950,13056,2500,500,500,0,1,200000,2,-1,-1,-1,-1,0,-1,18116,13113,2522,0,500,500,2
11588,36,0,0,277510,279493,285447,291183,0,3,420000,1,-2,-2,-1,0,0,0,0,277510,10000,10000,10000,10500,2
29407,27,58982,59063,58440,59593,59642,60165,0,2,60000,2,0,0,0,0,0,0,2097,2141,3000,2064,2672,2000,1
13443,35,389335,388150,392776,399343,402432,409912,0,1,610000,2,0,0,0,0,0,0,14117,14100,14144,17100,17500,3600,2
15998,24,0,0,37111,37516,36614,37537,0,2,50000,2,-2,-2,-1,2,2,0,0,37111,1307,0,1509,1388,2
6138,22,631,1170,780,390,0,780,1,2,20000,2,-1,-1,2,0,0,-1,1800,0,0,0,2000,0,2
18372,23,956,66470,66187,65419,61645,64189,0,2,150000,2,-2,-1,0,0,0,0,66470,2451,2543,5000,4189,10000,2
21256,51,24070,25358,26447,26946,28957,29408,0,3,30000,2,0,0,0,0,0,2,2000,1800,1300,2400,1000,1000,1
27852,26,71832,71147,72227,71078,50777,50841,0,3,70000,1,2,0,0,0,0,0,3275,3800,3200,1950,2000,1828,2
11876,29,36151,37624,38568,39569,41162,41961,0,2,350000,2,0,0,0,0,0,0,2056,2000,2000,2004,2067,2060,1
9857,28,18540,19726,8564,19775,19878,19898,1,1,20000,2,2,0,-1,0,0,0,2000,8568,19000,800,1000,20000,2
29268,26,64691,65259,66673,62278,64268,65264,0,2,70000,1,0,0,0,0,0,0,2500,2500,2500,3000,3000,2500,1
21593,22,0,0,1485,299,0,0,0,2,130000,2,1,-2,-1,2,2,-2,0,1485,0,0,0,0,2
10572,41,7432,1633,2043,4830,3535,4307,1,3,100000,2,-1,-1,-1,-1,0,-1,1633,2043,4830,0,4307,0,2
2535,26,1530,750,1140,1530,750,1140,0,2,50000,2,-1,-1,-1,-1,-1,-1,750,1140,1530,750,1140,1530,1
13158,36,19311,13368,7000,7331,7000,7000,0,3,480000,1,-1,0,0,-1,-1,-1,1368,1000,7331,7000,7000,7000,2
3779,39,220706,227741,183268,186989,159345,162695,0,1,230000,1,0,0,0,0,0,0,11200,6200,6237,7000,6000,6100,1
10928,44,83648,72031,59850,49099,49015,49265,0,3,130000,2,0,0,0,0,0,0,3100,2300,2000,1900,2200,1800,1
5633,34,101023,97045,102372,100794,98277,96735,0,5,90000,2,0,0,0,0,0,0,3580,13000,7000,6000,7000,8200,1
12720,36,39601,21357,30689,2514,4215,827,0,1,400000,2,-1,-1,0,-1,-1,-1,21357,10689,2514,4215,827,10827,2
21156,45,287,29646,9251,18860,-40,-40,0,1,360000,2,-1,-1,-1,-1,-1,-2,29794,9297,18954,0,0,0,1
2537,36,200593,206178,208601,213025,214931,219001,1,2,260000,1,0,0,0,0,0,0,8500,7000,7508,7500,7595,7000,2
8097,30,240770,243509,228735,198585,202762,202932,0,1,240000,1,0,0,0,0,0,0,9000,8009,7100,7324,7200,7074,1
19462,33,10148,625,14430,7320,5500,500,0,2,270000,1,-1,-1,-1,-1,-1,-1,625,14430,7325,5500,500,6921,2
11591,34,125623,128592,137440,126342,130295,132945,0,1,140000,2,2,0,0,2,0,0,5000,11000,0,6000,5000,7000,2
1075,40,-19,3894,5570,10516,-3,-3,0,2,150000,2,1,-1,-1,-1,-1,-2,3913,5606,10568,0,0,2379,2
2252,36,2590,4836,4613,5378,5848,5606,0,2,50000,1,2,2,2,0,0,2,2458,0,1000,557,0,2000,2
21281,61,81647,65470,73855,41003,29690,27596,1,2,80000,1,0,0,0,0,0,0,5500,10000,7003,4700,3600,3500,1
19966,36,73953,68207,55382,46629,28115,12847,0,2,270000,1,0,0,0,0,0,0,5168,5010,2005,2000,2000,2000,2
803,44,2000,780,0,7472,10174,11104,0,3,50000,1,-1,-1,-1,-1,0,0,780,0,7472,3000,1104,1000,2
25352,27,0,11700,12829,10801,10351,3366,1,1,160000,2,1,-1,0,0,0,0,11700,12014,8000,5000,0,1263,2
12174,51,92766,94732,96940,46349,47360,48717,0,1,150000,1,0,0,0,0,0,0,4000,4000,1482,1577,2000,1500,1
8767,27,15703,17140,18127,18605,16351,16928,0,2,20000,2,0,0,0,0,0,0,2000,1600,1030,1000,1000,1000,2
25314,25,5328,212,41069,-367,-367,-367,0,1,70000,2,0,-1,-1,-1,-2,-2,212,42000,0,0,0,0,2
2265,27,312770,320400,268598,250304,251436,249891,0,1,350000,2,0,0,0,0,0,0,14599,10334,5728,8242,13138,4520,2
12732,36,65767,74474,78652,76790,78400,79996,1,1,130000,1,2,2,2,2,0,0,9813,6000,0,3001,3058,2866,2
16573,28,72610,72596,74331,75491,78244,77478,0,2,100000,2,0,0,0,0,0,0,3500,3500,3000,4000,3000,3000,1
28483,44,501,1463,1276,827,105,270,0,2,50000,2,-1,-1,-1,-1,-1,-1,1463,1276,827,105,270,573,2
14913,42,-4,8223,2996,207,-3,500,1,2,330000,1,-2,-1,2,2,-2,-1,15450,0,209,3,503,0,2
24779,42,161772,111664,123854,0,0,0,0,1,300000,2,-2,-2,-2,-2,-2,-2,114402,127180,0,0,0,0,1
3272,40,27563,28350,25186,36100,21707,7928,0,1,160000,1,0,0,0,0,0,0,5002,5000,14400,10000,4000,0,1
19775,37,86701,90251,92900,93876,91678,94280,0,1,240000,1,0,0,0,0,0,0,5000,5000,3511,4000,4000,4000,2
2125,42,320982,322788,272799,117867,117518,119718,1,1,350000,2,2,0,0,0,0,0,12618,11127,4327,4261,4150,4153,1
9098,56,15552,16596,17609,17329,17850,18046,0,3,20000,2,0,0,0,0,0,0,1300,1300,700,800,602,600,1
25295,24,19167,10192,7241,3261,6264,891,0,2,80000,2,0,0,0,-1,0,-1,3000,2005,3261,3003,891,2070,2
23715,57,78312,77359,76081,76526,27571,28783,0,3,80000,2,0,0,0,0,0,0,3459,3500,1959,982,2000,1482,2
21328,52,293481,249201,232645,212184,204791,125974,0,1,320000,1,0,0,0,0,0,0,10104,7216,10050,6313,4075,4033,1
24822,30,232,91,85,105,80,95,0,1,260000,1,-1,-1,-1,-1,-1,-1,91,85,105,80,95,80,1
3883,34,5392,1938,4819,13074,2070,0,0,1,200000,1,-1,-1,-1,-1,0,0,1938,4819,13074,0,0,790,1
22303,30,35169,17147,3350,4710,80474,80330,0,2,390000,2,0,0,0,-1,-1,0,1070,1226,4710,83756,3100,3100,2
20346,65,85882,84985,84247,81619,30095,20639,0,3,80000,2,2,0,0,0,0,0,3900,4000,2048,1300,1700,401,2
21728,26,177492,179951,171135,166199,144060,132326,0,2,210000,2,0,0,0,0,0,0,10000,10000,10000,10000,10000,10000,2
5448,29,21409,17833,194043,194991,192800,178318,0,1,240000,1,0,0,-1,0,0,0,1000,194043,6530,7000,7000,10000,2
